name,price_dollar,ratings,reviews
"Toughbook Panasonic 54, CF-54 MK3, Intel Core i5-7300U, 14.0 Inch HD, 512GB SSD, 16GB, Wi-fi, TPM, BT, Dual Pass, Backlit Keyboard, Webcam, Win 10 Pro (Renewed)","1,299.00",0,0
"Panasonic Toughbook U1 - Atom Z520 1.33 GHz - 5.6"" TFT (CR4302) Category: Laptop Computers",0,0,0
"Panasonic CF-31 Toughbook (i5-520M 2.4GHz Touchscreen, 16GB SSD, 500GB HDD, Win 7 Pro)",0,3.8,7
"Panasonic Toughbook CF-53 MK1 i5 2.5Ghz 320GB Hard Drive, 4GB Ram, Windows 7 Pro, Non-Touch LCD",0,0,0
"Refurbished Panasonic Toughbook CF-33, Intel Core i5-6300U @2.4GHz, Ram 8GB, 256GB SSD,4G Lte,No Key",899.99,0,0
"Toughbook CF-31WXN291M 13.1"" Touchscreen LED (CircuLumin) Notebook - Intel Core i5 i5-3340M 2.70 GHz","2,899.89",0,0
"[512GB M.2 SSD Version] GPD MicroPC Micro PC 6-inch Handheld Industry Laptop Mini PC Computer Win 10 Pro Supports RS-232,RJ45,Type C,USB 3.0,8GB RAM",699.99,3.9,72
"Panasonic Toughbook CF-54 MK3, Intel Core I5-7300U @ 2.60GHz, 14"" HD, 32GB, 512GB SSD, 4G LTE, Webcam, Backlit Keyboard, DVD, Windows 10 Pro (Renewed)",0,0,0
"Toughbook Panasonic 40, FZ-40 MK1, Intel® i5-1145G7, 14” Touch, 16GB, 512GB Opal SSD, 4GLTE","5,500.00",0,0
"MSI Katana GF76 17.3"" Gaming Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12700H 1.70 GHz - 16 GB Total RAM - 512 GB SSD - Black - Intel Chip - Windows 11 Home - NVIDIA GeForce RT",0,0,0
"MSI GP76 Leopard Gaming Laptop: 17.3"" 240Hz IPS-Level Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB, 1TB SSD, Win10, Black (11UG-076)",0,4.3,13
"MSI Raider GE77HX 17.3"" FHD 360Hz Gaming Laptop Intel Core i7-12800HX RTX3080TI 16GBDDR5 1TB NVMe SSD Win11 - Dark Grey (12UHS-074)",0,5.0,3
"MSI Modern 15A Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 8GB, 1TB SSD, Win10, Carbon Gray (A11MU-652)",731.49,3.0,1
"Lenovo - 2021 - IdeaPad Gaming 3 - Laptop Computer - 15.6"" FHD Display -120Hz - AMD Ryzen 5 5600H - 8GB RAM - 256GB Storage - NVIDIA GeForce GTX 1650 - Windows 11 Home",636.00,4.4,"1,286"
"MSI GF65 Gaming Laptop: 15.6"" 144Hz FHD 1080p, Intel Core i7-10750H, NVIDIA GeForce RTX 3050, 8GB, 512GB NVMe SSD, Red Keyboard, Win 10, Black (10UC-439)","1,303.04",3.9,20
"MSI GF65 Thin 9SD-252 15. 6"" 120Hz Gaming Laptop Intel Core i7-9750H GTX1660Ti 8GB 512GB SSD Win10",839.58,4.5,181
"MSI Creator Z16P 16"" Professional Creator Laptop: Intel Core i7-12700H RTX 3080 32GB DDR5 1TB NVMe SSD, QHD+ 165hz 100% DCI-P3, Thunderbolt 4 w/ PD Charging, Win 11 Pro: Lunar Gray B12UHT-041",0,0,0
"MSI Creator Z17 17"" Professional Creator Laptop: Intel Core i9-12900H RTX 3080 32GB DDR5 2TB NVMe SSD, QHD+ 165hz Touch 100% DCI-P3, Thunderbolt 4 w/ PD Charging, Win 11 Pro: Lunar Gray A12UHST-048",0,0,0
"MSI GS76 Stealth 17.3"" QHD 240Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i9-11900H RTX3070 32GB 1TB NVMe SSD Win11 VR Ready - Black (11UG-652)",0,0,0
"MSI P65 Creator-1084 15.6"" 4K UHD Display, Ultra-Thin and Light, RTX Studio Laptop, Intel Core i7-9750H, GeForce RTX 2060, 32GB DDR4, 1TB Teton Glacier SSD, Win10PRO, VR Ready",0,4.2,334
"MSI Raider GE66 15.6"" UHD 4K 120Hz Gaming Laptop: Intel Core i9-12900HK RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Home: Titanium Blue 12UHS-235",0,3.7,9
"MSI Prestige 14 Evo Professional Laptop: 14"" FHD Ultra-Thin Bezel Display, Intel Core i7-1185G7, Intel Iris Xe, 16GB RAM, 512GB NVMe SSD, Thunderbolt 4, Win10 Home, Intel Evo, Carbon Gray (A11M-220)",767.00,4.3,59
"2022 MSI CreatorPro X17 A12UKS-059 (i9-12900HX, 128GB RAM, 2TB Platinum P41 NVMe SSD, RTX A3000 12GB, 17.3"" 4K UHD, Windows 11 Pro) Content Creation Laptop","5,199.00",0,0
"MSI GF63 Thin 9SC-614 15.6"" Gaming Laptop, Intel Core i5-9300H, NVIDIA GTX 1650, 8GB, 512GB NVMe SSD, Win10",0,4.5,361
"EXCaliberPC 2022 MSI Vector GP66 12UHSO-673 (i9-12900H, 32GB RAM, 1TB NVMe SSD, RTX 3080Ti 16GB, 15.6"" QHD 165Hz, Windows 11) Gaming Laptop","2,599.00",5.0,1
Dell 2022 Inspiron 3000 I3505 15.6″ FHD Laptop AMD Dual-Core Ryzen 3 3250U 24GB DDR4 512GB NVMe SSD 1TB HDD AMD Radeon Graphics HDMI Webcam WiFi AC BT RJ-45 White Windows 11 Pro,0,4.7,36
"Newest Dell Inspiron 3510 Laptop, 15.6"" HD Display, Intel Celeron N4020 Processor, Webcam, WiFi, HDMI, Bluetooth, Black (16GB RAM | 256GB PCIe SSD)",0,4.3,205
"Dell Latitude 7000 7430 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) 1.60 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD - Carbon Fiber - TAA",0,0,0
"HP ENVY x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U processor, AMD Radeon Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (15-eu1026nr, Nightfall black aluminum)",758.00,4.5,91
Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,0,3.9,856
"Dell - Inspiron 13 7000 2-in-1 - 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane - Silver - i7300-5395SLV-PUS",0,4.1,20
"Dell Latitude 5000 5420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Windows 10 Pro - Intel Iris Xe Graphics - in-","1,299.25",4.2,10
Dell Latitude E6400 Laptop - Windows Professional,0,3.8,425
"Dell Precision 5000 5770 17"" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) 2.30 GHz - 32 GB Total RAM - 512 GB SSD - Titan Gray",0,0,0
"2021 Newest Dell Inspiron 5510 Laptop, 15.6"" FHD Display, Intel Core i7-11370H, 64GB RAM, 2TB PCIe SSD, Thunderbolt 4, HDMI, Webcam, Fingerprint Reader, Wi-Fi 6, Backlit Keyboard, Silver, Win 10","1,499.00",3.5,11
"Dell Newest Inspiron 7620 2-in-1 Laptop, 16"" FHD+ Touch Display, 12th Gen Intel Core i7-1260P, 64GB DDR4 RAM, 1TB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver","1,429.99",4.6,5
Dell XPS 15 9510 (Latest Model) 15.6 Core I7-11800H(8-Core) 512GB PCIe SSD 16GB RAM FHD (1920x1200) 500 Nit Non Touch NVidia RTX 3050 4GB Windows 10 Professional (Renewed),"1,380.00",3.9,9
"Dell Latitude 5000 5430 14"" Touchscreen Rugged Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB Total RAM - 512 GB SSD - Gray",0,0,0
"Dell Latitude Rugged 14 5430 Laptop (2022) | 14"" FHD | Core i7 - 512GB SSD - 32GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)","2,272.00",0,0
"2020 Dell XPS 13 9300 13.4-inch FHD InfinityEdge Touchscreen Laptop (Silver), Intel Core i7-1065G7 10th Gen, 16GB RAM, 1TB SSD, Windows 10 Pro (Renewed)","1,122.55",4.7,4
"Dell Precision M4800 15.6 FHD Ultrapowerful Mobile Workstation Business Laptop - Intel Core i7-4810QM 2.8Ghz, 32GB RAM, 256GB SSD, NVIDIA Quadro K2100M, Windows 10 Pro (Renewed)",425.00,4.1,101
"Acer Swift 3 OLED Intel Evo Thin & Light Laptop | 14"" OLED 2880x1800 | Intel Core i7-12700H | Intel Iris Xe Graphics | 16GB LPDDR5 | 1TB SSD | Killer Wi-Fi 6E AX1675 | Windows 11 Home | SF314-71-75MW",0,0,0
"Acer Predator Triton 300 15.6"" FHD 144Hz Gaming Notebook, Intel Core i7-11800H 2.3GHz, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB, Windows 10 Home, Free Windows 11 Upgrade, Obsidian Black",0,4.0,6
"Acer Swift 13.3"" Full HD Intel Quad Core N4200 2.5GHz 4GB 64GB eMMC Webcam Bluetooth Fingerprint Reader Windows 10 Pure Silver",250.00,4.0,75
"Acer Swift 3 Thin & Light Laptop, 14"" Full HD IPS, AMD Ryzen 5 4500U Hexa-Core Processor with Radeon Graphics, 8GB LPDDR4, 256GB NVMe SSD, WiFi 6, Backlit Keyboard, Fingerprint Reader, SF314-42-R7LH",679.99,4.4,"4,164"
"Acer Chromebook 315 Laptop | Intel Celeron N4500 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 4GB LPDDR4X | 64GB eMMC | Intel Wi-Fi 6 | DTS Audio | USB Type-C | Chrome OS | CB315-4H-C8XU",0,4.6,5
"Latest Acer Predator Helios 300 Gaming Laptop | 15.6"" IPS FHD 165Hz Display | Intel 14-Core i7-12700H | NVIDIA RTX 3060 | 32GB DDR5 2TB NVMe SSD | Wi-Fi 6 | Thunderbolt 4 | Backlit KB RGB | Win11 Pro","2,009.00",0,0
"Acer Aspire 5 A514-55-545G Slim Laptop | 14.0"" Full HD IPS Display | 12th Gen Intel Core i5-1235U | 8GB DDR4 | 512GB NVMe Gen 4 SSD | 802.11ax Wi-Fi 6E | Thunderbolt 4 | Backlit Keyboard | Win 11 Home",0,0,0
"Acer Swift 3 SF314-512T-56CT Thin & Light Laptop | 14"" FHD Touch | Intel Core i5-1240P | Intel Iris Xe Graphics | 16GB LPDDR4X | 512GB SSD | Intel Wi-Fi 6E | Backlit Keyboard | Windows 11",699.99,0,0
"Acer Chromebook 311 Laptop | AMD A-Series Dual-Core A4-9120C | 11.6"" HD Display | AMD Radeon R4 Graphics | 4GB DDR4 | 64GB eMMC | 802.11ac WiFi 5 | Bluetooth 4.2 | Chrome OS | CB311-10H-41M9",155.50,0,0
Acer Chromebook 14 CB3-431-12K1 Intel x5 E8000 Quad Core 4GB RAM 32GB 14-inch HD LED Laptop Bundle (Renewed),0,3.9,20
"Acer Nitro 5 Gaming Laptop, Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 15.6"" Full HD IPS Display, Wi-Fi 6, Backlit Keyboard, Win10，with Accessories (16GB RAM | 512GB PCIe SSD | 1TB HDD)",0,4.3,14
"Acer Enduro Urban N3 EUN314A-51W-51FP Rugged Laptop | 14"" Full HD IPS 450nit Gorilla Glass Display | Intel Core i5-1135G7 | 8GB DDR4 | 512GB NVMe SSD | Wi-Fi 6 | MIL-STD 810H | Backlit KB | Windows 11",0,2.4,2
"2022 Acer Predator Helios 300 Gaming Laptop 15.6"" FHD 165 Hz IPS 12th Intel Core i7-12700H NVIDIA RTX 3060 6GB GDDR6 64GB DDR5 2TB NVMe SSD Thunderbolt 4 Wi-Fi 6 RGB Backlit KB Win 11 Pro w/32GB USB","2,109.00",5.0,1
"Acer Porsche Design Book RS AP714-51T-59ZV, Thin & Light Intel Evo, 14"" FHD Touch, 11th Gen Core i5-1135G7, Intel Iris Xe Graphics, 8GB LPDDR4X, 512GB NVMe SSD, Intel Wi-Fi 6, FPR, Back-lit KB",0,4.8,5
"Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS",680.00,4.6,"1,688"
"Acer Nitro 5 AN517-54-77KG Gaming Laptop | Intel Core i7-11800H | NVIDIA GeForce RTX 3050 Ti Laptop GPU | 17.3"" FHD 144Hz IPS Display | 16GB DDR4 | 1TB NVMe SSD | Killer WiFi 6 | Backlit Keyboard","1,220.00",4.5,583
"EXCaliberPC 2022 MSI Delta 15 A5EFK-097 (AMD Ryzen 7 5800H, 16GB RAM, 1TB NVMe SSD, Radeon RX6700M, 15.6"" Full HD, Windows 11) Gaming Laptop","1,499.00",0,0
"EXCaliberPC 2022 MSI GP66 Leopard 11UG-687 (i7-11800H, 32GB RAM, 1TB NVMe SSD, RTX 3070 8GB, 15.6"" 240Hz FHD, Windows 11 Pro) Gaming Laptop","2,099.00",0,0
"EXCaliberPC 2022 MSI Prestige 14Evo A12M-011 (i7-1260P, 16GB RAM, 512GB NVMe SSD, Intel Iris Xe, 14"" FHD, Windows 11 Pro) Professional Laptop - Carbon Gray",0,0,0
"EXCaliberPC 2022 MSI Summit E16FlipEvo A12MT-009 (i7-1260P, 16GB RAM, 512GB NVMe SSD, Intel Iris Xe, 16"" FHD+ Touch, Windows 11 Pro) Professional Laptop","1,149.00",0,0
"EXCaliberPC 2022 MSI Creator Z16P B12UHST-040 (i7-12700H, 32GB RAM, 1TB NVMe SSD, RTX 3080Ti 16GB, 16"" QHD+ 165Hz Touch, Windows 11 Pro) Content Creation Laptop","3,599.00",0,0
"EXCaliberPC 2021 MSI WF76 11UI-647 (i7-11800H, 16GB RAM, 512GB NVMe SSD, Quadro T1200 4GB, 17.3"" FHD, Windows 11 Pro) Mobile Workstation Laptop","1,299.00",0,0
"EXCaliberPC 2022 MSI Prestige 14Evo A12M-012 (i5-1240P, 16GB RAM, 512GB NVMe SSD, Intel Iris Xe, 14"" FHD, Windows 11 Pro) Professional Laptop - Carbon Gray","1,099.00",0,0
"EXCaliberPC 2022 MSI Prestige 14 A12SC-007 (i7-1260P, 16GB RAM, 512GB NVMe SSD, GTX 1650 4GB, 14"" FHD, Windows 11 Pro) Professional Laptop - Carbon Gray","1,099.00",0,0
"EXCaliberPC 2021 MSI Creator Z16 A11UET-046 (i7-11800H, 16GB RAM, 512GB NVMe SSD, RTX 3060 6GB, 16"" QHD+ 120Hz, Windows 10 Pro) Content Creation Laptop","2,299.00",0,0
"EXCaliberPC 2022 MSI Prestige 14 A12UC-006 (i7-1260P, 16GB RAM, 512GB NVMe SSD, RTX 3050 4GB, 14"" FHD, Windows 11 Pro) Professional Laptop - Carbon Gray","1,199.00",3.0,0
"EXCaliberPC 2022 MSI Pulse GL76 12UEK-052 (i7-12700H, 16GB RAM, 512GB NVMe SSD, RTX 3060 6GB, 17.3"" 144Hz FHD, Windows 11) Gaming Laptop","1,449.00",0,0
"EXCaliberPC 2022 MSI Prestige 14 A12SC-010 (i5-1240P, 16GB RAM, 512GB NVMe SSD, GTX 1650 4GB, 14"" FHD, Windows 11) Professional Laptop - Blue Stone",0,3.0,0
"EXCaliberPC 2022 MSI Vector GP76 12UHSO-877 (i7-12650H, 16GB RAM, 1TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" FHD 360Hz 3ms, Windows 11) Gaming Laptop","2,399.00",0,0
"EXCaliberPC 2022 MSI Creator Z16 A12UET-031US (i7-12700H, 16GB RAM, 1TB NVMe SSD, RTX 3060 6GB, 16"" QHD+ 120Hz, Windows 11 Pro) Content Creation Laptop","2,399.00",0,0
"HP ProBook 455 G9 15.6"" Full HD Notebook Computer, AMD Ryzen 5 5625U 2.3GHz, 8GB RAM, 256GB SSD, Windows 10 Pro, Free Upgrade to Windows 11, Wolf Pro Security Edition, Silver",609.99,0,0
"HP Business Laptop, 14"" FHD IPS Micro-Edge Display, AMD Ryzen 3 3250U (Beat i3-10110U), 8GB DDR4 RAM, 256GB SSD, Webcam, USB-C, HDMI, WiFi, SD Card Reader, SPS HDMI Cable, Win 11",0,3.9,14
"HP Stream 14"" HD Laptop PC, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 S, Blue",0,4.4,114
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb186nr, Brilliant Black) (9MV74UA#ABA)",0,4.4,"1,157"
"2022 HP Envy X360 15.6"" FHD IPS Touchscreen 2-in-1 Laptop Intel EVO Platform i7-1255U 10-Core Iris Xe Graphics 64GB DDR4 2TB SSD Thunderbolt 4 WiFi 6E Backlit KB Windows 10 Pro w/RATZK 32GB USB","1,699.00",5.0,1
"HP 2022 Elitebook 840 G9 Business Laptop 14"" WUXGA IPS 12th Intel 10-Core i7-1255U Iris Xe Graphics 64GB DDR5 2TB NVMe SSD WiFi 6E Backlit KB Fingerprint 2xThunderbolt 4 Windows 11 Pro w/ RE USB","2,149.99",0,0
"2021 HP ProBook 450 G8 15.6"" IPS FHD 1080p Business Laptop (Intel Quad-Core i5-1135G7 (Beats i7-8565U), 16GB RAM, 512GB PCIe SSD) Backlit, Type-C, RJ-45, Webcam, Windows 10 Pro + HDMI Cable",810.99,4.4,13
"Newest 2020 HP 14"" Laptop 10th Gen Intel Core i3-1005G1 Processor 1.2GHz 4GB DDR4 2666 SDRAM 128GB SSD Windows 10",299.99,4.6,466
"HP Stream 11.6-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (11-ak0020nr, Diamond White)",0,4.3,"2,284"
"HP 2022 Pavilion 13.3"" FHD IPS Laptop 11th Gen 4-Core Intel i7-1195G7 16GB DDR4 512GB NVMe SSD Iris Xe Graphics HDMI Webcam WiFi AX Bluetooth USB-C Backlit Fingerprint Windows 11 Pro w/ RE 32GB USB",0,4.2,52
"Newest HP 14"" HD WLED Backlit High Performance Business Laptop, AMD Athlon Silver 3050U up to 3.2GHz, 4GB DDR4, 128GB SSD, Wireless-AC, HDMI, Bluetooth, Webcam, SD Card Reader, Windows 10 S",0,4.4,"1,226"
"2022 HP Pavilion 15.6"" FHD Touchscreen Laptop 8-Core AMD Ryzen 7 5700U 16GB DDR4 512GB NVMe SSD Radeon Graphics HDMI Webcam Wi-FI 6 Bluetooth 5 Backlit Keyboard Windows 11 Pro w/ 32GB USB",0,5.0,4
"HP 2019 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame (14-CF0014DX)",394.99,4.3,"1,761"
"2021 HP High Performance Laptop - 15.6"" FHD IPS Touchscreen - Intel i7-1065G7 Quad-Core CPU w/Iris Plus Graphics - 32GB DDR4 - 1TB NVMe SSD - HD Webcam -Win 10 Home - w/ RATZK 32GB USB Drive",0,4.3,17
"HP 14"" Touchscreen Chromebook - Intel Celeron N3350 - 4GB Memory - 32GB eMMC - WiFi & Bluetooth - Webcam - Gray",205.00,4.6,349
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch HD Touchscreen, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0080nr, 2021, Snowflake White)",0,4.4,347
"Lenovo ThinkPad X1 Carbon Gen 10 Intel Core i7-1280P 14"" WUXGA (1920x1200) IPS 400nits Anti-Glare, Touch, 32GB RAM, 1TB NVMe SSD, Backlit KYB Fingerprint Reader, Win11 Pro","2,079.00",5.0,3
"Lenovo 2022 ThinkPad E15 Gen 4 15.6"" FHD IPS Touch Business Laptop Intel 10-Core i7-1255U Iris Xe Graphics 40GB DDR4 2TB M.2 NVMe SSD HDMI WiFi 6E RJ45 Backlit Fingerprint Windows 11 Pro w/ RE USB",0,5.0,2
"Lenovo ThinkPad T14s Gen 2 20WM00XUUS 14"" Notebook - 4K UHD - 3840 x 2160 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 16 GB RAM - 512 GB SSD - Storm Gray",0,5.0,2
"Lenovo Yoga 15.6"" Slate Grey Laptop Intel i5-1135G7 8GB RAM 256GB SSD, Intel Iris Xe Graphics",679.00,4.4,59
"2021 Lenovo ThinkPad X1 Nano Ultra-Slim Laptop, 11th Gen Intel i7-1160G7, 13.0"" 2K (2160 x 1350) IPS, Anti-Glare, 450 nits, 16 GB RAM, 512 GB PCIe SSD, Weight 1.99 lbs, Win 10 Pro - Classic Black","2,999.00",4.5,2
"Lenovo IdeaPad 3 15ITL06 82H802DRUS 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB RAM - 512 GB SSD - Sand",635.49,0,0
"Lenovo ThinkPad E15 G3 20YG003CUS 15.6"" Rugged Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 5700U Octa-core (8 Core) 1.80 GHz - 16 GB RAM - 512 GB SSD - Black - AMD SoC - Windows 10 Pro - AMD R",789.94,4.5,10
"Lenovo 2022 IdeaPad 3 14"" FHD Laptop 10-Core 12th Intel Core i5-1235U Iris Xe Graphics 16GB DDR4 512GB NVMe SSD Fingerprint Reader Backlit Keyboard WiFi 6 Windows 11 Home w/ RATZK 32GB USB",0,0,0
"Lenovo IdeaPad 11.6"""" HD Intel N4020 4GB RAM 32GB eMMC Webcam BT Chrome OS, Black (82BA0000US)",109.00,4.2,104
"Lenovo ThinkPad X1 Nano Gen1 20UN00AKUS 13"" Notebook - 2K - 2160 x 1350 - Intel Core i7 11th Gen i7-1160G7 Quad-core (4 Core) 2.10 GHz - 16 GB RAM - 256 GB SSD - Black Paint","1,420.43",5.0,1
"Lenovo IdeaPad 3 14"" Laptop, 14.0"" FHD 1920 x 1080 Display, AMD Ryzen 5 3500U Processor, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 8 Graphics, Narrow Bezel, Windows 10, 81W0003QUS, Abyss Blue",0,4.5,"4,545"
"Lenovo ThinkPad E15 15.6” Full HD IPS 1920 x 1080 Laptop, Core i5-10210U, 256 GB SSD, 8GB Ram, Win 10 Pro 64-bit",749.00,4.4,48
"Lenovo IdeaPad 3 Laptop: Newest Ryzen 7 4700U, 512GB SSD, 8GB RAM, 15.6"" Full HD Display",462.99,3.9,25
"Lenovo 2022 ThinkPad X1 Carbon Gen 10 Laptop 14"" WUXGA IPS 12th Intel i7-1260P 12-Core Iris Xe Graphics 16GB LPDDR5 512GB SSD Backlit KB FP Reader Thunderbolt 4 WiFi 6E Win 11 Pro w/ RATZK 32GB USB",0,0,0
"Lenovo 2022 Chromebook Flex 3, 2-in-1 11.6"" HD Touchscreen for Business and Student Laptop, MediaTek MT8173C CPU, 4GB LPDDR3, 32GB eMMC, PowerVR Graphics, Webcam, Chrome OS, Grey, 128GB USB Card",176.00,4.3,160
"Lenovo ThinkPad P16 Intel Core i9-12900HX, 16C, 16.0"" WQUXGA (3840x2400) IPS 600nits Anti-Glare, NVIDIA RTX A3000 12GB GDDR6, 32GB DDR5 RAM, 1TB NVMe SSD, Backlit KYB, Fingerprint Reader, Windows Pro","3,049.00",5.0,2
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 240Hz IPS QHD Display, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 12900H, 32GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G533ZX-XS96",0,4.5,39
"ASUS VivoBook Pro 15X OLED Laptop, 15.6” OLED Display, Intel Core i7-12650H CPU, NVIDIA GeForce RTX 3060 GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Black, K6501ZM-EB74",0,4.5,2
"ASUS ZenBook 13 OLED Ultra-Slim Laptop, 13.3” FHD NanoEdge Bezel Display, AMD Ryzen 7 5700U, 8GB LPDDR4X RAM, 512GB PCIe SSD, NumberPad, Wi-Fi 5, Windows 11 Home, Pine Grey, UM325UA-DH71",859.57,4.6,61
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7 CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Dreamy White, S533EA-DH51-WH",579.00,5.0,4
"ASUS VivoBook S 16X Slim Laptop, 16"" WUXGA (1920 x 1200) 16:10 Display, Intel Core i7-12700H CPU, 16GB RAM, 512GB SSD, Windows 11 Home, Midnight Black, S5602ZA-DB74",0,4.2,7
"ASUS ExpertBook B1 Business Laptop, 15.6” FHD, Intel Core i5-1135G7, 256GB SSD, 8GB RAM, Military Grade Durable, AI Noise canceling, Webcam Privacy Shield, Win 10 Pro, Star Black, B1500CEA-XH51",0,0,0
ASUS 2023 Zenbook 14X 14 2.8K HDR OLED Slim Laptop PC 12th Intel 14-Core i7-12700H Iris Xe Graphics 16GB DDR5 1TB NVMe SSD WiFi 6E 2xThunderbolt4 Backlit KB Fingerprint Windows 10 Pro w/ RE 32GB USB,0,4.7,3
"ASUS ZenBook 14 Ultra-Slim Laptop 14” Full HD NanoEdge Display, Intel Core i7-1165G7, 8GB RAM, 512GB PCIe SSD, NumberPad, Thunderbolt 4, Windows 10 Home, AI noise-cancellation, Pine Grey, UX425EA-EH71",0,4.4,101
ASUS 2023 ROG Strix Scar G533 15.6” 300Hz FHD Gaming Laptop PC 12th Intel 14-Core i9-12900H 64GB DDR5 2TB SSD NVIDIA GeForce RTX 3060 6GB WiFi 6E Thunderbolt4 RGB Backlit Windows 11 Pro w/ RE USB,"2,389.99",5.0,2
"ASUS VivoBook Pro 16 Laptop, 16” 16:10 Display, Intel Core i7-12650H CPU, NVIDIA® GeForce RTX 3050 Ti GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Quiet Blue, K6602ZE-DB76",0,0,0
"ASUS VivoBook Pro 15 Laptop, 15.6” FHD Display, Intel Core  i7-12650H CPU, NVIDIA GeForce RTX 3050 GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, K6502ZC-DB74",0,0,0
"ASUS ZenBook 14 Ultra-Slim Laptop 14” FHD Display, AMD Ryzen 9 5900HX CPU, Radeon Vega 7 Graphics, 16GB RAM, 1TB PCIe SSD, NumberPad, Windows 11 Pro, Pine Grey, UM425QA-XH99",0,4.4,63
"ASUS ProArt StudioBook 16 OLED Laptop, 16"" 3840x2400 OLED Display, Intel core i7-12700H, 32GB RAM, 1TB + 1TB M.2 NVMe PCIe 4.0 SSD, Nvidia Geforce RTX 3080Ti, Win 11 Home, H7600ZX-DB79",0,4.2,50
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6” 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-key RGB, Windows 10 Home, GU502GW-AH76",0,4.2,442
"2022 ASUS Vivobook 17.3"" FHD IPS Laptop - AMD Ryzen 5700U 4-Core - Radeon Graphics - 40GB DDR4 RAM - 1TB M.2 NVMe SSD - HDMI USB-C WiFi 6 - Backlit Keyboard - Windows 11 Pro w/RATZK 32GB USB",0,5.0,1
"ASUS Chromebook Vibe C55 Flip, Cloud Gaming Laptop, 15.6"" Full HD 144 Hz Touch Display, Intel Core i5-1135G7 Processor, 256GB SSD, 16GB RAM, ChromeOS, Mineral Gray, CX5501FEA-DH566T",0,3.3,6
